customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
SN16059,California,F,Master,264144,29305.0,66.0,264144.61,Personal Auto,Four-Door Car,475
OE51254,California,F,College,279068,53882.0,69.0,279068.3,Personal Auto,Four-Door Car,331
RM42344,Oregon,M,College,274512,91757.0,69.0,274512.98,Personal Auto,Four-Door Car,331
GB35238,California,F,Bachelor,757953,33906.0,64.0,757953.27,Personal Auto,Two-Door Car,401
ML82674,Oregon,M,Bachelor,1097878,68158.0,139.0,1097878.03,Personal Auto,SUV,253
EI85244,California,M,College,825506,0.0,134.0,825506.01,Personal Auto,SUV,643
DE28132,Oregon,M,College,474773,42165.0,123.0,474773.46,Corporate Auto,SUV,799
TV25678,Washington,M,College,354090,0.0,101.0,354090.43,Personal Auto,SUV,727
TY26512,California,M,Doctor,343613,30817.0,88.0,343613.43,Personal Auto,Four-Door Car,91
OB69153,California,M,Bachelor,258218,68074.0,65.0,258218.53,Personal Auto,Four-Door Car,27
QZ77637,Washington,F,College,1166509,84978.0,35353.0,1166509.78,Corporate Auto,Four-Door Car,166
XN41715,California,F,Master,739628,71135.0,92.0,739628.37,Personal Auto,Four-Door Car,270
QR15857,California,F,College,433079,0.0,61.0,433079.98,Personal Auto,Two-Door Car,292
FL69363,Oregon,M,Master,907576,37722.0,116.0,907576.82,Personal Auto,Luxury,158
IS30295,Arizona,F,Bachelor,1463545,0.0,139.0,1463545.16,Personal Auto,SUV,667
WA25797,Washington,M,High School or Below,856476,95697.0,107.0,856476.82,Personal Auto,Luxury,178
NL59519,California,F,College,1156568,64642.0,96.0,1156568.75,Personal Auto,Four-Door Car,404
ZU93025,Oregon,F,College,277104,50071.0,71.0,277104.5,Personal Auto,Two-Door Car,18
DK94262,Oregon,M,High School or Below,850712,46754.0,106.0,850712.88,Personal Auto,SUV,513
UQ30615,California,M,College,758211,64801.0,64.0,758211.38,Corporate Auto,Four-Door Car,268
OR40060,Arizona,M,Bachelor,332309,70410.0,83.0,332309.25,Personal Auto,Four-Door Car,131
DK32872,Nevada,F,High School or Below,523433,66957.0,131.0,523433.17,Personal Auto,SUV,628
FA46418,Nevada,F,High School or Below,2470959,24213.0,78.0,2470959.96,Personal Auto,Four-Door Car,374
ER19995,Washington,F,College,1778627,99790.0,6464.0,1778627.78,Personal Auto,Four-Door Car,178
KI75855,Oregon,M,Master,255122,79751.0,63.0,255122.67,Personal Auto,Two-Door Car,392
ND41876,Arizona,M,High School or Below,724771,86122.0,182.0,724771.37,Personal Auto,Luxury,873
PN21042,Arizona,M,Bachelor,453884,82297.0,116.0,453884.78,Personal Auto,Luxury,0
GJ43254,Washington,M,College,3164210,89057.0,98.0,3164210.46,Corporate Auto,Two-Door Car,187
AL46984,California,M,High School or Below,873042,43259.0,73.0,873042.2,Personal Auto,Four-Door Car,350
JP58047,Oregon,M,College,833273,0.0,79.0,833273.06,Personal Auto,Four-Door Car,379
ZE85014,California,M,College,235774,25064.0,62.0,235774.7,Personal Auto,Four-Door Car,297
KU88219,Arizona,M,Master,463716,25816.0,119.0,463716.4,Personal Auto,Luxury,571
UU98729,California,M,Bachelor,535719,0.0,73.0,535719.27,Personal Auto,Four-Door Car,350
WS82822,Oregon,F,College,539197,41662.0,69.0,539197.1,Corporate Auto,Four-Door Car,217
YB49933,Arizona,M,Bachelor,369414,96170.0,92.0,369414.05,Personal Auto,Four-Door Car,441
XC16387,Arizona,F,High School or Below,504041,46072.0,64.0,504041.24,Personal Auto,Four-Door Car,25
XJ96748,Arizona,F,High School or Below,2749542,37931.0,99.0,2749542.19,Personal Auto,Four-Door Car,475
TM98684,Oregon,M,High School or Below,484228,35127.0,62.0,484228.5,Personal Auto,Four-Door Car,297
AY18433,Washington,F,High School or Below,2738281,45473.0,76.0,2738281.89,Special Auto,Two-Door Car,188
DM74502,Nevada,F,College,522710,93087.0,131.0,522710.19,Corporate Auto,Luxury,628
FT56968,Arizona,M,High School or Below,259009,22398.0,67.0,259009.6,Personal Auto,Four-Door Car,321
OX36896,California,M,High School or Below,1053607,92983.0,87.0,1053607.8,Corporate Auto,Four-Door Car,153
BZ65376,Arizona,M,Bachelor,858127,27689.0,239.0,858127.87,Personal Auto,Luxury,2893
LN34660,California,F,College,946311,69654.0,118.0,946311.33,Corporate Auto,SUV,629
JC29295,California,F,Bachelor,1344100,80744.0,111.0,1344100.64,Personal Auto,SUV,361
KJ87930,California,F,Bachelor,388650,0.0,112.0,388650.48,Corporate Auto,SUV,1185
XT36360,Arizona,F,High School or Below,678489,0.0,64.0,678489.37,Personal Auto,Four-Door Car,460
IX35050,Arizona,M,Bachelor,2359468,76358.0,66.0,2359468.02,Special Auto,Four-Door Car,86
UN97379,Oregon,M,Bachelor,253862,18608.0,71.0,253862.63,Corporate Auto,Four-Door Car,340
MR57294,California,M,High School or Below,563994,73168.0,70.0,563994.2,Personal Auto,Four-Door Car,425
UG79499,Washington,M,Bachelor,1168137,70930.0,99.0,1168137.43,Personal Auto,Four-Door Car,190
UA50747,Washington,F,High School or Below,2599775,62262.0,72.0,2599775.0,Corporate Auto,Four-Door Car,193
GL20444,Nevada,F,Master,1377836,91474.0,113.0,1377836.93,Corporate Auto,Two-Door Car,24
SP58110,California,F,Bachelor,492318,61469.0,63.0,492318.17,Personal Auto,Four-Door Car,302
XM91635,Arizona,F,High School or Below,227233,16618.0,62.0,227233.54,Special Auto,Four-Door Car,219
TV82603,California,F,Bachelor,1489539,48081.0,188.0,1489539.8,Personal Auto,Luxury,881
BB82067,Oregon,M,Doctor,975604,67632.0,121.0,975604.5,Personal Auto,Luxury,26
JP94676,Oregon,F,Bachelor,942297,34115.0,119.0,942297.41,Personal Auto,SUV,466
VU53417,Arizona,M,High School or Below,383735,23051.0,99.0,383735.76,Personal Auto,Two-Door Car,475
IW54795,California,M,College,1095213,23748.0,99.0,1095213.19,Personal Auto,Four-Door Car,607
RN78170,Arizona,F,College,815913,40589.0,69.0,815913.66,Corporate Auto,Four-Door Car,331
IX55883,California,F,College,1948049,50809.0,83.0,1948049.98,Personal Auto,Four-Door Car,290
XM72420,Arizona,F,High School or Below,391936,66676.0,97.0,391936.67,Personal Auto,Four-Door Car,558
GC15104,Nevada,F,Bachelor,798514,52339.0,70.0,798514.21,Corporate Auto,Four-Door Car,336
RX13282,Oregon,M,Bachelor,1216874,14973.0,115.0,1216874.49,Personal Auto,SUV,828
QA85890,Arizona,F,High School or Below,584932,0.0,83.0,584932.15,Corporate Auto,Four-Door Car,540
IR62668,Arizona,F,Bachelor,508583,31546.0,65.0,508583.66,Personal Auto,Four-Door Car,100
AL96740,California,F,College,290393,67763.0,73.0,290393.98,Personal Auto,Four-Door Car,59
SS48498,Washington,F,College,627317,20836.0,79.0,627317.34,Corporate Auto,Four-Door Car,193
PE39479,Washington,M,College,1832141,88592.0,76.0,1832141.9,Corporate Auto,Four-Door Car,199
JH62891,Oregon,F,College,517870,66943.0,65.0,517870.42,Special Auto,Four-Door Car,53
FI20423,Arizona,F,High School or Below,1402435,81872.0,115.0,1402435.84,Special Auto,Four-Door Car,256
PM13394,Washington,F,College,530943,22404.0,70.0,530943.59,Personal Auto,Four-Door Car,211
YV67971,California,F,High School or Below,494980,21342.0,62.0,494980.38,Personal Auto,Four-Door Car,74
QD31377,California,M,Bachelor,859566,34621.0,108.0,859566.53,Corporate Auto,SUV,621
YG10247,Oregon,M,College,2295189,62396.0,64.0,2295189.2,Personal Auto,Four-Door Car,307
FE73696,Oregon,M,High School or Below,379213,97212.0,93.0,379213.03,Personal Auto,Two-Door Car,360
SW19699,Arizona,F,Bachelor,275574,49648.0,70.0,275574.8,Personal Auto,Four-Door Car,65
QJ40732,Arizona,M,College,488033,97984.0,61.0,488033.96,Personal Auto,Four-Door Car,407
HM76207,California,F,College,905190,26308.0,114.0,905190.53,Corporate Auto,SUV,547
NT59303,Oregon,F,College,1011544,63528.0,256.0,1011544.62,Personal Auto,Luxury,1228
PU41393,Nevada,M,College,826907,20225.0,114.0,826907.54,Special Auto,SUV,547
QO86948,Nevada,M,High School or Below,807165,0.0,112.0,807165.3,Personal Auto,SUV,806
QN10888,Oregon,F,High School or Below,772699,87620.0,64.0,772699.36,Personal Auto,Four-Door Car,24
VY19543,California,F,Bachelor,831113,0.0,72.0,831113.59,Corporate Auto,Four-Door Car,311
XC15133,Nevada,F,Master,257402,34990.0,65.0,257402.04,Personal Auto,Four-Door Car,42
ST43550,Oregon,M,Bachelor,572732,99934.0,71.0,572732.71,Special Auto,Four-Door Car,460
FX36546,Washington,M,Master,367914,60804.0,92.0,367914.21,Personal Auto,Four-Door Car,213
JX68983,Oregon,M,Bachelor,274451,94648.0,69.0,274451.96,Personal Auto,Four-Door Car,331
HX78576,California,F,High School or Below,563674,24516.0,71.0,563674.03,Personal Auto,Four-Door Car,300
ZQ11381,Arizona,M,Bachelor,1687038,61063.0,85.0,1687038.82,Personal Auto,Four-Door Car,262
ON39271,California,M,Master,273800,0.0,74.0,273800.2,Personal Auto,Two-Door Car,263
SB18278,Oregon,M,Bachelor,464470,0.0,64.0,464470.05,Corporate Auto,Four-Door Car,307
ZT30559,California,F,High School or Below,474668,15169.0,63.0,474668.65,Personal Auto,Four-Door Car,302
XI41106,Arizona,M,College,1687432,55390.0,71.0,1687432.82,Corporate Auto,Two-Door Car,256
ZS88847,Oregon,F,Bachelor,238760,27592.0,62.0,238760.61,Personal Auto,Four-Door Car,297
RU49126,Washington,F,College,446533,61846.0,112.0,446533.57,Personal Auto,SUV,215
KR62797,Arizona,F,High School or Below,459162,83297.0,113.0,459162.59,Personal Auto,SUV,542
ZJ73220,Arizona,F,College,1309258,0.0,188.0,1309258.58,Special Auto,Luxury,1353
FY62633,Oregon,M,Bachelor,911226,0.0,90.0,911226.66,Personal Auto,Four-Door Car,432
CU36986,California,F,High School or Below,416516,55897.0,104.0,416516.66,Personal Auto,Four-Door Car,499
WZ53904,Arizona,M,Bachelor,265998,21297.0,71.0,265998.06,Personal Auto,Four-Door Car,45
AA71604,Arizona,F,Master,1198659,87560.0,98.0,1198659.21,Personal Auto,Two-Door Car,470
TD10493,Oregon,F,High School or Below,289873,0.0,96.0,289873.27,Personal Auto,Four-Door Car,691
LY97989,Oregon,F,Bachelor,289424,0.0,85.0,289424.39,Personal Auto,Four-Door Car,408
VX39856,Arizona,F,Doctor,350045,89398.0,86.0,350045.44,Personal Auto,Four-Door Car,82
TP51897,California,F,College,262180,36843.0,68.0,262180.86,Corporate Auto,Four-Door Car,357
QQ89253,Oregon,F,College,1022180,0.0,134.0,1022180.5,Personal Auto,SUV,643
EI91403,California,M,High School or Below,257827,34946.0,65.0,257827.1,Personal Auto,Two-Door Car,420
QG15435,Arizona,F,College,624259,75680.0,78.0,624259.57,Personal Auto,Four-Door Car,136
FZ55002,Nevada,F,Doctor,522028,0.0,69.0,522028.1,Personal Auto,Four-Door Car,331
HX77930,Washington,F,College,313643,49532.0,79.0,313643.21,Personal Auto,Four-Door Car,220
UN37063,Arizona,M,Bachelor,452536,10269.0,65.0,452536.58,Personal Auto,Two-Door Car,170
VB87946,California,M,College,497035,49714.0,63.0,497035.73,Personal Auto,Four-Door Car,266
AB60627,California,M,High School or Below,1546778,77517.0,129.0,1546778.9,Corporate Auto,SUV,98
TA34903,Oregon,M,High School or Below,583889,81082.0,73.0,583889.92,Personal Auto,Four-Door Car,281
AQ51368,Oregon,F,Bachelor,1065688,72540.0,88.0,1065688.2,Corporate Auto,Two-Door Car,631
NZ26102,Oregon,F,High School or Below,228961,0.0,65.0,228961.87,Personal Auto,Four-Door Car,468
GB45753,California,M,High School or Below,543980,61546.0,68.0,543980.42,Corporate Auto,Two-Door Car,29
BV79904,California,F,Master,795615,44818.0,67.0,795615.01,Personal Auto,Two-Door Car,136
OB49075,Arizona,M,Bachelor,445811,17622.0,65.0,445811.34,Personal Auto,Four-Door Car,312
DS97676,Oregon,F,College,255505,0.0,72.0,255505.15,Personal Auto,Four-Door Car,518
JO63462,California,M,Bachelor,330799,79797.0,84.0,330799.9,Corporate Auto,Two-Door Car,31
NJ10602,Washington,F,College,845905,92717.0,70.0,845905.32,Personal Auto,Two-Door Car,224
RS24501,Oregon,F,College,1335012,28919.0,173.0,1335012.09,Personal Auto,SUV,830
VT78274,Arizona,M,College,493122,0.0,68.0,493122.13,Personal Auto,Four-Door Car,480
SU56153,Nevada,M,Bachelor,777683,63568.0,65.0,777683.52,Corporate Auto,Two-Door Car,390
MN20737,Nevada,F,College,255367,73935.0,64.0,255367.22,Corporate Auto,Four-Door Car,72
KL43114,Arizona,F,High School or Below,487646,0.0,66.0,487646.97,Corporate Auto,Two-Door Car,316
YQ15567,Oregon,F,Bachelor,903430,18846.0,115.0,903430.58,Personal Auto,SUV,552
TR88637,Arizona,F,High School or Below,810591,38893.0,103.0,810591.08,Personal Auto,SUV,41
TC88986,Oregon,M,High School or Below,561968,0.0,153.0,561968.91,Special Auto,SUV,1027
XX88577,California,M,Bachelor,1572713,84824.0,196.0,1572713.06,Corporate Auto,SUV,319
NE49052,California,F,High School or Below,661801,20068.0,86.0,661801.64,Corporate Auto,Four-Door Car,411
KX17826,Oregon,M,Doctor,467004,0.0,125.0,467004.8,Corporate Auto,SUV,600
CC91503,Arizona,F,High School or Below,1016936,0.0,135.0,1016936.98,Personal Auto,Luxury,648
WH32183,California,M,Bachelor,832307,97245.0,70.0,832307.4,Personal Auto,Four-Door Car,4
ES90681,California,F,College,241776,51808.0,61.0,241776.0,Personal Auto,Four-Door Car,351
DW96592,California,M,Bachelor,804487,71391.0,67.0,804487.24,Personal Auto,Four-Door Car,284
MT23134,Oregon,M,High School or Below,532572,0.0,73.0,532572.45,Personal Auto,Two-Door Car,496
BM69081,Arizona,M,Bachelor,694752,0.0,100.0,694752.4,Personal Auto,SUV,925
MB90871,Oregon,F,College,584741,23496.0,77.0,584741.52,Special Auto,Four-Door Car,13
QL77686,Nevada,F,College,472478,23986.0,119.0,472478.61,Corporate Auto,SUV,463
ON77827,Arizona,F,Master,279022,22974.0,71.0,279022.8,Personal Auto,Four-Door Car,180
KP18988,Oregon,F,High School or Below,2153133,0.0,101.0,2153133.28,Personal Auto,Four-Door Car,484
TI92884,Arizona,M,Bachelor,1262283,61844.0,106.0,1262283.27,Personal Auto,Luxury,508
JH73503,Arizona,M,Doctor,2017196,24804.0,73.0,2017196.15,Personal Auto,Two-Door Car,350
YE97964,California,F,Bachelor,1646436,27760.0,104.0,1646436.59,Personal Auto,SUV,302
VA30351,Oregon,F,High School or Below,559538,74454.0,71.0,559538.99,Personal Auto,Four-Door Car,340
PV55726,Oregon,F,Master,417068,29462.0,107.0,417068.73,Personal Auto,SUV,513
UC88305,Arizona,F,College,266544,52266.0,68.0,266544.71,Corporate Auto,Two-Door Car,141
TS53809,Oregon,M,Bachelor,709891,0.0,70.0,709891.41,Personal Auto,Two-Door Car,349
ZV32120,California,M,Doctor,397134,23599.0,103.0,397134.51,Corporate Auto,SUV,494
FB80807,Oregon,M,Bachelor,552821,36088.0,72.0,552821.28,Personal Auto,Four-Door Car,345
AS55677,California,F,High School or Below,833899,70534.0,104.0,833899.58,Personal Auto,Four-Door Car,54
WA15684,Oregon,M,College,3844585,27398.0,125.0,3844585.59,Personal Auto,SUV,600
SA50567,Nevada,M,Bachelor,544855,85296.0,68.0,544855.52,Personal Auto,Four-Door Car,342
KJ31611,Arizona,M,High School or Below,1080806,31063.0,92.0,1080806.6,Personal Auto,Four-Door Car,441
VL37375,California,M,Bachelor,618509,0.0,92.0,618509.65,Personal Auto,Two-Door Car,1027
KN21017,Nevada,M,High School or Below,320822,52367.0,81.0,320822.59,Personal Auto,Four-Door Car,275
PX44289,Arizona,M,College,548010,58651.0,71.0,548010.41,Personal Auto,Four-Door Car,472
AM97901,Nevada,F,College,2298615,84831.0,192.0,2298615.39,Special Auto,Luxury,1336
RE42925,Oregon,M,Bachelor,1310792,49088.0,114.0,1310792.59,Corporate Auto,SUV,547
TR81766,California,F,College,746292,70263.0,93.0,746292.63,Corporate Auto,Two-Door Car,7
CH85057,Oregon,F,Doctor,1146399,45354.0,285.0,1146399.1,Personal Auto,Luxury,540
UP71482,Arizona,M,High School or Below,723613,0.0,63.0,723613.25,Personal Auto,Four-Door Car,383
EG40670,California,F,Bachelor,623268,28334.0,83.0,623268.79,Special Auto,Four-Door Car,537
HV83672,Oregon,F,Bachelor,2839332,38772.0,90.0,2839332.99,Personal Auto,Four-Door Car,321
MG10140,Oregon,F,College,374675,41479.0,94.0,374675.16,Personal Auto,Two-Door Car,19
TC44716,California,M,Bachelor,2156933,23909.0,119.0,2156933.73,Personal Auto,SUV,571
QO65264,California,M,College,501208,48328.0,63.0,501208.37,Personal Auto,Two-Door Car,108
EB66698,California,M,High School or Below,337185,86689.0,85.0,337185.84,Corporate Auto,Two-Door Car,408
OT52034,California,M,Bachelor,386477,24204.0,99.0,386477.68,Personal Auto,Four-Door Car,707
CH85444,Oregon,M,College,414571,25943.0,110.0,414571.19,Corporate Auto,Two-Door Car,1067
PU85769,California,M,High School or Below,515607,0.0,73.0,515607.27,Personal Auto,Four-Door Car,807
UI73201,California,M,College,366737,62375.0,92.0,366737.5,Personal Auto,Two-Door Car,618
SL50592,California,F,High School or Below,783568,0.0,71.0,783568.35,Corporate Auto,Four-Door Car,404
XP11075,Arizona,M,Bachelor,1456726,0.0,148.0,1456726.84,Personal Auto,SUV,710
SI31236,Oregon,M,Bachelor,1017133,70200.0,65.0,1017133.9,Corporate Auto,Four-Door Car,312
JN26745,Nevada,F,Bachelor,413577,0.0,112.0,413577.52,Special Auto,Four-Door Car,707
VK48036,Oregon,F,College,551149,79027.0,70.0,551149.11,Corporate Auto,Four-Door Car,336
JX76668,Washington,F,High School or Below,1131424,62935.0,141.0,1131424.39,Personal Auto,Luxury,232
DS45802,California,F,High School or Below,541461,26893.0,68.0,541461.73,Personal Auto,Four-Door Car,68
OA96690,Oregon,F,High School or Below,742159,47406.0,94.0,742159.35,Personal Auto,Four-Door Car,287
EM27919,California,M,Bachelor,445811,17622.0,65.0,445811.34,Personal Auto,Four-Door Car,312
QO41043,Oregon,F,College,1447612,27572.0,124.0,1447612.49,Corporate Auto,SUV,595
OV50124,Oregon,F,College,493688,0.0,72.0,493688.84,Personal Auto,Two-Door Car,391
PR31642,Oregon,F,Bachelor,452527,32802.0,114.0,452527.65,Personal Auto,SUV,547
BU41599,Washington,F,Master,558176,62739.0,70.0,558176.13,Personal Auto,Two-Door Car,239
TK30357,California,F,Bachelor,1413434,90844.0,118.0,1413434.74,Personal Auto,SUV,232
NF31087,Nevada,F,High School or Below,2472318,44685.0,69.0,2472318.31,Personal Auto,Four-Door Car,331
NH16984,California,F,Bachelor,283806,0.0,80.0,283806.78,Personal Auto,Four-Door Car,336
OS75493,California,F,High School or Below,384848,42589.0,98.0,384848.36,Corporate Auto,Four-Door Car,470
VT63298,Oregon,M,Bachelor,1950447,0.0,72.0,1950447.39,Personal Auto,Four-Door Car,345
QS75550,Washington,F,Bachelor,248004,93383.0,62.0,248004.59,Corporate Auto,Two-Door Car,244
SZ16483,Arizona,F,High School or Below,436137,79583.0,109.0,436137.29,Personal Auto,Four-Door Car,523
VM92311,Arizona,F,High School or Below,252907,89129.0,64.0,252907.75,Personal Auto,Four-Door Car,328
NJ46849,Arizona,M,College,250444,0.0,69.0,250444.48,Personal Auto,Four-Door Car,496
WZ31900,Oregon,F,Bachelor,864970,94389.0,107.0,864970.06,Corporate Auto,SUV,85
RG30482,Oregon,F,College,1366835,0.0,197.0,1366835.53,Personal Auto,SUV,1418
ZM86949,Oregon,F,High School or Below,2063508,84106.0,64.0,2063508.46,Personal Auto,Two-Door Car,334
QQ39596,Arizona,F,College,251753,0.0,69.0,251753.36,Personal Auto,Four-Door Car,42
FH51383,California,F,High School or Below,532667,76717.0,66.0,532667.77,Personal Auto,Two-Door Car,300
BJ53923,Arizona,M,High School or Below,260027,51978.0,66.0,260027.21,Corporate Auto,Four-Door Car,144
CZ96653,Oregon,F,Bachelor,853479,47325.0,107.0,853479.28,Personal Auto,SUV,64
FB23788,Oregon,M,High School or Below,882883,86721.0,111.0,882883.5,Corporate Auto,SUV,532
NT43594,Nevada,F,Bachelor,224844,24910.0,63.0,224844.96,Personal Auto,Four-Door Car,347
RJ85627,Washington,F,Bachelor,1230276,43817.0,62.0,1230276.24,Personal Auto,Four-Door Car,245
KJ86296,Oregon,M,High School or Below,455659,0.0,73.0,455659.3,Personal Auto,Four-Door Car,525
PI47776,Oregon,F,Bachelor,253070,89451.0,63.0,253070.51,Corporate Auto,Four-Door Car,61
MD73554,California,M,College,525198,59537.0,66.0,525198.4,Personal Auto,Two-Door Car,316
UX92071,Oregon,M,High School or Below,674311,0.0,199.0,674311.93,Personal Auto,Luxury,955
YG44474,Oregon,M,College,1401472,54193.0,117.0,1401472.13,Corporate Auto,SUV,720
UH45301,Oregon,M,College,943891,86946.0,118.0,943891.56,Personal Auto,Four-Door Car,340
RY92647,California,F,Bachelor,1050677,0.0,92.0,1050677.17,Personal Auto,Four-Door Car,546
IK12620,Arizona,F,High School or Below,421391,12160.0,109.0,421391.86,Personal Auto,Four-Door Car,489
GQ66762,California,M,College,477368,33701.0,63.0,477368.64,Personal Auto,Four-Door Car,171
YT69858,Washington,F,Bachelor,544142,85702.0,67.0,544142.01,Personal Auto,Two-Door Car,249
XD85577,California,M,Bachelor,284226,69417.0,73.0,284226.69,Personal Auto,Four-Door Car,30
TM65736,Oregon,M,Master,305955,38644.0,78.0,305955.03,Personal Auto,Four-Door Car,361
VJ51327,California,F,High School or Below,2031499,63209.0,102.0,2031499.76,Personal Auto,SUV,207
GS98873,Arizona,F,Bachelor,323912,16061.0,88.0,323912.47,Personal Auto,Four-Door Car,633
CW49887,California,F,Master,462680,79487.0,114.0,462680.11,Special Auto,SUV,547
MY31220,California,F,College,899704,54230.0,112.0,899704.02,Personal Auto,Two-Door Car,537
